comment_counts,name,comment_value,since,sales,url,location
3237,Bikiniboo,4.8919,2014,15877,https://www.etsy.com/uk/shop/Bikiniboo,"Newcastle upon Tyne, United Kingdom"
299,MIRAKRIS,4.9725,2007,1511,https://www.etsy.com/uk/shop/MIRAKRIS,"Ashdod, Israel"
954,MissPrintableStudio,4.9011,2015,9178,https://www.etsy.com/uk/shop/MissPrintableStudio,
1168,TheSWBelles,4.8758,2015,5197,https://www.etsy.com/uk/shop/TheSWBelles,"Tampa, Florida"
1281,GreatDecorativeCross,4.9438,2015,5862,https://www.etsy.com/uk/shop/GreatDecorativeCross,"Fort Worth, Texas"
657,OldWoodShelf,4.4233,2017,6444,https://www.etsy.com/uk/shop/OldWoodShelf,"Scottsdale, Arizona"
548,DesJoliesMomes,4.9522,2015,3939,https://www.etsy.com/uk/shop/DesJoliesMomes,"Nancy, France"
1621,banadesigns,4.7826,2008,18709,https://www.etsy.com/uk/shop/banadesigns,"Alexandria, Romania"
1114,yifatbareket,5,2009,3557,https://www.etsy.com/uk/shop/yifatbareket,"Tel Aviv, Israel"
2287,PSDPlanner,4.9085,2017,15428,https://www.etsy.com/uk/shop/PSDPlanner,"Chicago, Illinois"
2434,CupzCraze,4.9721,2013,12828,https://www.etsy.com/uk/shop/CupzCraze,"Dallas, Georgia"
1820,LittleWrenPottery,4.9851,2009,6381,https://www.etsy.com/uk/shop/LittleWrenPottery,"Northallerton, United Kingdom"
22555,ZCreateDesign,4.8894,2010,99601,https://www.etsy.com/uk/shop/ZCreateDesign,"Palm Bay, Florida"
766,cherrytreegallery,4.7305,2014,4693,https://www.etsy.com/uk/shop/cherrytreegallery,"Winnipeg, Canada"
4096,WillowLanePaperie,4.9446,2016,51868,https://www.etsy.com/uk/shop/WillowLanePaperie,"Freeport, Illinois"
812,CreatonCrafts,4.9646,2014,4364,https://www.etsy.com/uk/shop/CreatonCrafts,"Northampton, United Kingdom"
5863,arajera,4.8867,2012,30628,https://www.etsy.com/uk/shop/arajera,"Manila, Philippines"
69,KanesDriftwoodStudio,4.9737,2016,337,https://www.etsy.com/uk/shop/KanesDriftwoodStudio,"London, Canada"
8955,ThePersonalWeddingCo,4.9134,2015,67497,https://www.etsy.com/uk/shop/ThePersonalWeddingCo,"Abergavenny, United Kingdom"
3334,WoodSignStudio,4.8253,2015,16392,https://www.etsy.com/uk/shop/WoodSignStudio,"Kansas City, Missouri"
6227,SayaBellStamps,4.9838,2012,24603,https://www.etsy.com/uk/shop/SayaBellStamps,"Ionia, Michigan"
152,SoftFrame,4.9821,2015,977,https://www.etsy.com/uk/shop/SoftFrame,"Los Angeles, California"
2420,RainbowLabels,4.9628,2017,14059,https://www.etsy.com/uk/shop/RainbowLabels,"Edmonton, Canada"
3859,ModernUrbanMetals,4.9536,2016,37483,https://www.etsy.com/uk/shop/ModernUrbanMetals,"Detroit, Michigan"
20790,AURAMORE,4.8367,2016,96799,https://www.etsy.com/uk/shop/AURAMORE,"Sandy, Utah"
174,antiquekilimpillows,5,2017,1157,https://www.etsy.com/uk/shop/antiquekilimpillows,"Muğla, Turkey"
5056,posypaper,4.974,2008,32268,https://www.etsy.com/uk/shop/posypaper,"Vancouver, Canada"
3775,ColorWatercolor,4.9519,2013,21298,https://www.etsy.com/uk/shop/ColorWatercolor,
18314,Princessory,4.9228,2013,88193,https://www.etsy.com/uk/shop/Princessory,"Dallas, Texas"
1444,LaughingWillowDesign,4.5221,2011,13118,https://www.etsy.com/uk/shop/LaughingWillowDesign,"Enderby, Canada"
796,FromTheRookery,4.9733,2015,9237,https://www.etsy.com/uk/shop/FromTheRookery,"Norwich, United Kingdom"
2958,LakesideMonograms,4.926,2016,14878,https://www.etsy.com/uk/shop/LakesideMonograms,"Cartersville, Georgia"
2832,skullgardenshop,4.9553,2008,8479,https://www.etsy.com/uk/shop/skullgardenshop,"Atlanta, Georgia"
1084,MUKAstudio,4.9522,2015,7674,https://www.etsy.com/uk/shop/MUKAstudio,"Glasgow, United Kingdom"
1640,Featherology2,4.8267,2014,15242,https://www.etsy.com/uk/shop/Featherology2,"Toronto, Canada"
2408,Plan2Stitch,4.9577,2017,10500,https://www.etsy.com/uk/shop/Plan2Stitch,"Nottingham, United Kingdom"
535,WordUpPrints,4.9755,2016,3611,https://www.etsy.com/uk/shop/WordUpPrints,"Manchester, United Kingdom"
1580,BasketfulOfGrace,4.9926,2014,8684,https://www.etsy.com/uk/shop/BasketfulOfGrace,"Williamstown, New Jersey"
6323,IMEJEWELRY,4.903,2015,40705,https://www.etsy.com/uk/shop/IMEJEWELRY,"Carrollton, Texas"
1529,fitjewelsSF,4.8581,2014,10654,https://www.etsy.com/uk/shop/fitjewelsSF,"San Francisco, California"
1049,PartyPoshDesigns,4.8358,2016,6347,https://www.etsy.com/uk/shop/PartyPoshDesigns,"Newark, New Jersey"
1478,ImagineInSilver,4.568,2016,16372,https://www.etsy.com/uk/shop/ImagineInSilver,
643,LetmeseeyouSparkle,4.899,2013,2478,https://www.etsy.com/uk/shop/LetmeseeyouSparkle,"Phoenix, Arizona"
2269,ConfettiGiftCompany,4.9563,2015,19107,https://www.etsy.com/uk/shop/ConfettiGiftCompany,"Laguna Beach, California"
1401,msmayabowtique,4.9678,2017,7879,https://www.etsy.com/uk/shop/msmayabowtique,
2900,AKeyToHerHeart,4.8056,2013,15760,https://www.etsy.com/uk/shop/AKeyToHerHeart,
3323,WalawalaStudio,4.7543,2017,31282,https://www.etsy.com/uk/shop/WalawalaStudio,"Los Angeles, California"
1375,SpunkyStylesCo,4.9366,2017,6472,https://www.etsy.com/uk/shop/SpunkyStylesCo,"Painesville, Ohio"
1732,FitPink,4.8388,2014,10270,https://www.etsy.com/uk/shop/FitPink,
548,WhiteFOXdecor,4.5931,2014,3097,https://www.etsy.com/uk/shop/WhiteFOXdecor,"Bryan, Texas"
1976,HappyWeddingArt,4.88471830131,2015,5843,https://www.etsy.com/uk/shop/HappyWeddingArt,"Nattheim, Germany"
2022,TwilightEmbroidery,4.9621,2015,24207,https://www.etsy.com/uk/shop/TwilightEmbroidery,"Dallas, Texas"
1707,LovableGiftCo,4.9268,2016,11718,https://www.etsy.com/uk/shop/LovableGiftCo,"Phoenix, Arizona"
1578,ThunderBunnyLabs,4.977,2015,14969,https://www.etsy.com/uk/shop/ThunderBunnyLabs,"Troy, Michigan"
5455,EverBloomingOriginal,4.9536,2011,24463,https://www.etsy.com/uk/shop/EverBloomingOriginal,"Annapolis, Maryland"
15272,lunaijewelry,4.9192,2010,97411,https://www.etsy.com/uk/shop/lunaijewelry,"Palma de Mallorca, Spain"
147,OsnatFineArt,5,2011,699,https://www.etsy.com/uk/shop/OsnatFineArt,"Emeryville, California"
2109,WillowandFoxCo,4.9004,2016,12390,https://www.etsy.com/uk/shop/WillowandFoxCo,"North Miami Beach, Florida"
1140,KobyFeldmos,4.9766,2014,6787,https://www.etsy.com/uk/shop/KobyFeldmos,"Tel Aviv, Israel"
4554,Silveristic,4.9108,2017,35846,https://www.etsy.com/uk/shop/Silveristic,"Addison, Texas"
8584,FlytrapLife,4.9291,2008,42728,https://www.etsy.com/uk/shop/FlytrapLife,"Denver, Colorado"
578,LDawningScott,4.8878,2013,3845,https://www.etsy.com/uk/shop/LDawningScott,"Menifee, California"
1675,Craftingmindshop,4.7789,2017,8193,https://www.etsy.com/uk/shop/Craftingmindshop,"Brownsville, Texas"
5260,WindowShopGal,4.9893,2013,34507,https://www.etsy.com/uk/shop/WindowShopGal,"Olympia, Washington"
251,LenaKotliarker,5,2007,579,https://www.etsy.com/uk/shop/LenaKotliarker,"Tel Aviv, Israel"
1116,SerguioRogetti,4.844,2016,8670,https://www.etsy.com/uk/shop/SerguioRogetti,
449,Clemensaurus,4.9407,2017,1946,https://www.etsy.com/uk/shop/Clemensaurus,"Marion, Illinois"
8031,NowThatsPersonal,4.9381,2013,38046,https://www.etsy.com/uk/shop/NowThatsPersonal,"Vista, California"
295,RetroAZ,0,2012,1301,https://www.etsy.com/uk/shop/RetroAZ,"Tucson, Arizona"
335,RVVLshop,4.3625,2016,2782,https://www.etsy.com/uk/shop/RVVLshop,
5972,TheBlaithinBlairShop,4.9175,2008,27299,https://www.etsy.com/uk/shop/TheBlaithinBlairShop,"Blacksburg, Virginia"
3443,EydavyBottles,4.9711,2015,19326,https://www.etsy.com/uk/shop/EydavyBottles,"Las Palmas, Spain"
694,QiQiGallery,4.9846,2008,3126,https://www.etsy.com/uk/shop/QiQiGallery,"Kitchener, Canada"
889,SewManyCreationsNY,4.9716,2010,6840,https://www.etsy.com/uk/shop/SewManyCreationsNY,"Albany, New York"
2692,ThePrintablesWorld,4.891,2016,31953,https://www.etsy.com/uk/shop/ThePrintablesWorld,
2597,BottlesUncorked,4.9448,2015,14382,https://www.etsy.com/uk/shop/BottlesUncorked,"Fredericksburg, Virginia"
4947,TheTeeStudio,4.8776,2017,34818,https://www.etsy.com/uk/shop/TheTeeStudio,"Los Angeles, California"
40,TwoCraftyFriends16,4.9167,2016,264,https://www.etsy.com/uk/shop/TwoCraftyFriends16,
2331,PeggyAndCo,4.9699,2015,9943,https://www.etsy.com/uk/shop/PeggyAndCo,"Caldwell, Idaho"
478,JMJARTSTUDIO,5,2009,2498,https://www.etsy.com/uk/shop/JMJARTSTUDIO,"Buffalo, New York"
29689,delezhen,4.9384,2010,186927,https://www.etsy.com/uk/shop/delezhen,"Boston, Massachusetts"
292,CoutureBridalStudios,4.7227,2016,1614,https://www.etsy.com/uk/shop/CoutureBridalStudios,"North East, Pennsylvania"
895,SandSnowLinen,4.967,2017,6040,https://www.etsy.com/uk/shop/SandSnowLinen,"Vilnius, Lithuania"
298,SpaceBearProductions,4.7959,2015,2346,https://www.etsy.com/uk/shop/SpaceBearProductions,"Fayetteville, Arkansas"
1073,FoiledAgainPrints,4.9588,2015,5227,https://www.etsy.com/uk/shop/FoiledAgainPrints,"Garden Grove, California"
526,ShinkaStudiosCosplay,4.9417,2013,3420,https://www.etsy.com/uk/shop/ShinkaStudiosCosplay,"Killeen, Texas"
19641,ConfettiMommaParty,4.9123,2010,120005,https://www.etsy.com/uk/shop/ConfettiMommaParty,"Lafayette, Louisiana"
1631,AlhudaHenna,4.6789,2014,9310,https://www.etsy.com/uk/shop/AlhudaHenna,"Philadelphia, Pennsylvania"
2645,SmiLeStyles,4.943,2011,12120,https://www.etsy.com/uk/shop/SmiLeStyles,"Salem, Ohio"
805,vintagebysarahh,4.9387,2012,4849,https://www.etsy.com/uk/shop/vintagebysarahh,"Darlington, United Kingdom"
1278,RiOakWesternDesign,4.9714,2015,5834,https://www.etsy.com/uk/shop/RiOakWesternDesign,"Cole Camp, Missouri"
2057,ANNLEXINEdesigns,4.914,2017,10281,https://www.etsy.com/uk/shop/ANNLEXINEdesigns,"Flower Mound, Texas"
1108,TucsonTeepee,4.9364,2014,6900,https://www.etsy.com/uk/shop/TucsonTeepee,"Tucson, Arizona"
1258,PurpleTreeDesignsUK,4.9706,2013,8061,https://www.etsy.com/uk/shop/PurpleTreeDesignsUK,"Woodbridge, United Kingdom"
54930,CaitlynMinimalist,4.8901,2014,330925,https://www.etsy.com/uk/shop/CaitlynMinimalist,"Los Angeles, California"
59820,GLDNxLayeredAndLong,4.9296,2012,413428,https://www.etsy.com/uk/shop/GLDNxLayeredAndLong,"La Conner, Washington"
212,TheSartorialDog,4.9756,2017,1066,https://www.etsy.com/uk/shop/TheSartorialDog,"Perth, Australia"
3186,TrueMementos,4.9367,2014,19496,https://www.etsy.com/uk/shop/TrueMementos,"Los Angeles, California"
1900,JennifersClosetHi,4.8815,2015,21540,https://www.etsy.com/uk/shop/JennifersClosetHi,"Highland, Illinois"
400,SweetPeaWallDesign,4.9869,2017,3773,https://www.etsy.com/uk/shop/SweetPeaWallDesign,"Bristol, Tennessee"
5849,INVITEDbyAudriana,4.9908,2014,36459,https://www.etsy.com/uk/shop/INVITEDbyAudriana,
909,BlackDogIronworks,4.9956,2014,4689,https://www.etsy.com/uk/shop/BlackDogIronworks,"West Enfield, Maine"
3812,GreatLifeTees,4.9398,2014,19797,https://www.etsy.com/uk/shop/GreatLifeTees,"Austin, Texas"
19413,PortlandLeather,4.9604,2014,102963,https://www.etsy.com/uk/shop/PortlandLeather,"Portland, Oregon"
1294,CornBagz,4.967,2017,17482,https://www.etsy.com/uk/shop/CornBagz,"Delavan, Wisconsin"
4245,GoldPersonalized,4.4949,2016,43910,https://www.etsy.com/uk/shop/GoldPersonalized,
2000,pogofandango,4.9932,2010,10566,https://www.etsy.com/uk/shop/pogofandango,"Penryn, United Kingdom"
1412,LoveBuiltShop,4.9661,2014,7370,https://www.etsy.com/uk/shop/LoveBuiltShop,"Ada, Oklahoma"
8560,PersonalizedGallery,4.9676,2010,33277,https://www.etsy.com/uk/shop/PersonalizedGallery,"Allen, Texas"
1391,paperpunched,4.9516,2013,4175,https://www.etsy.com/uk/shop/paperpunched,"Irvine, California"
3014,ArcticParty,4.9637,2013,46672,https://www.etsy.com/uk/shop/ArcticParty,"Phoenix, Arizona"
3190,Kimsically,4.9312,2016,17709,https://www.etsy.com/uk/shop/Kimsically,"Los Angeles, California"
3779,DCdress,4.7535,2016,39926,https://www.etsy.com/uk/shop/DCdress,"Niagara Falls, New York"
4875,MintyPaperieShop,4.9782,2016,69835,https://www.etsy.com/uk/shop/MintyPaperieShop,"Emerson, New Jersey"
338,DesignsbyMJAnderson,4.96,2012,1579,https://www.etsy.com/uk/shop/DesignsbyMJAnderson,"Albuquerque, New Mexico"
1677,1PoshShop,4.9464,2017,12108,https://www.etsy.com/uk/shop/1PoshShop,
680,BitsnPiecess,4.9531,2016,5414,https://www.etsy.com/uk/shop/BitsnPiecess,"Irvine, California"
1549,DoveAndDavid,4.9545,2015,10428,https://www.etsy.com/uk/shop/DoveAndDavid,"Los Angeles, California"
832,FarmGirlRosePetals,4.988,2016,3642,https://www.etsy.com/uk/shop/FarmGirlRosePetals,"Roseburg, Oregon"
226,Homestead1863,5,2011,1029,https://www.etsy.com/uk/shop/Homestead1863,"Richmond, Michigan"
2508,cindylouwho2,4.9467,2008,12536,https://www.etsy.com/uk/shop/cindylouwho2,"Calgary, Canada"
5029,SoSweetPartyShop,4.9625,2010,31738,https://www.etsy.com/uk/shop/SoSweetPartyShop,"Milwaukee, Wisconsin"
3251,CherieKaySigns,4.9936,2016,15033,https://www.etsy.com/uk/shop/CherieKaySigns,"Lititz, Pennsylvania"
261,DigitalRomashka,5,2017,3632,https://www.etsy.com/uk/shop/DigitalRomashka,"California City, California"
3313,PrettyandPoshCouture,4.8531,2013,23170,https://www.etsy.com/uk/shop/PrettyandPoshCouture,"Toledo, Spain"
12425,SarahBurnsPrints,4.973,2014,83256,https://www.etsy.com/uk/shop/SarahBurnsPrints,"Barnsley, United Kingdom"
2030,LainybugsDesigns,4.9854,2013,10923,https://www.etsy.com/uk/shop/LainybugsDesigns,"Pittsburgh, Pennsylvania"
3660,FiregypsyVintage,4.9587,2008,14524,https://www.etsy.com/uk/shop/FiregypsyVintage,"Corrales, New Mexico"
3628,WanderingFables,4.9402,2012,26488,https://www.etsy.com/uk/shop/WanderingFables,"Vancouver, Washington"
26,ISDARRUGSTORE,5,2016,150,https://www.etsy.com/uk/shop/ISDARRUGSTORE,"Konya, Turkey"
219,KennaLeesCloset,4.8977,2014,1006,https://www.etsy.com/uk/shop/KennaLeesCloset,"Tampa, Florida"
1757,SweetEssentialsStore,4.835,2012,7438,https://www.etsy.com/uk/shop/SweetEssentialsStore,"Winston-Salem, North Carolina"
1104,Graphecx,4.8667,2014,7295,https://www.etsy.com/uk/shop/Graphecx,"Eindhoven, The Netherlands"
2912,RusticGem,4.9576,2010,18031,https://www.etsy.com/uk/shop/RusticGem,"Castro Valley, California"
13693,eBollo,4.9045,2009,90366,https://www.etsy.com/uk/shop/eBollo,"Los Angeles, California"
1855,WalkTheDogStore,4.9712,2016,9720,https://www.etsy.com/uk/shop/WalkTheDogStore,"Athens, Greece"
5064,MenuetDesigns,4.9276,2010,37713,https://www.etsy.com/uk/shop/MenuetDesigns,
1404,annadejewels,4.8919,2015,9734,https://www.etsy.com/uk/shop/annadejewels,"Richmond Hill, Canada"
1242,GameBoyFanBoy,4.9505,2016,9105,https://www.etsy.com/uk/shop/GameBoyFanBoy,
1852,AnnalisJewelry,4.9531,2010,9986,https://www.etsy.com/uk/shop/AnnalisJewelry,"Tel Aviv, Israel"
138,CrystalLadyHandmade,4.7843,2016,775,https://www.etsy.com/uk/shop/CrystalLadyHandmade,"Pavlohrad, Ukraine"
13607,SkylarnMe,4.9747,2017,58853,https://www.etsy.com/uk/shop/SkylarnMe,"Aurora, Illinois"
3277,AbizaJewelry,4.9422,2015,23601,https://www.etsy.com/uk/shop/AbizaJewelry,"Chester, United Kingdom"
1297,CoralStreet,4.6372,2015,6877,https://www.etsy.com/uk/shop/CoralStreet,"Alabaster, Alabama"
1346,CascadeIronCo,4.9563,2015,10329,https://www.etsy.com/uk/shop/CascadeIronCo,"Salem, Oregon"
2678,LarkspurHill,4.9343,2009,10490,https://www.etsy.com/uk/shop/LarkspurHill,"Palm Springs, California"
656,JunebugandDarlin,5,2016,4182,https://www.etsy.com/uk/shop/JunebugandDarlin,"Portland, Oregon"
383,TinyIceFlower,4.8571,2014,2015,https://www.etsy.com/uk/shop/TinyIceFlower,"Kyiv, Ukraine"
690,CoastalStylePrints,4.9712,2016,13807,https://www.etsy.com/uk/shop/CoastalStylePrints,"Sydney, Australia"
5330,BlueRidgeNotions,4.9008,2009,28072,https://www.etsy.com/uk/shop/BlueRidgeNotions,"Charlottesville, Virginia"
2153,WorksOfHeartDesignCo,4.8895,2015,9556,https://www.etsy.com/uk/shop/WorksOfHeartDesignCo,"Nashville, Tennessee"
1748,AccurateCut,4.9147,2017,26929,https://www.etsy.com/uk/shop/AccurateCut,
86,NAAMII,4.8974,2016,457,https://www.etsy.com/uk/shop/NAAMII,"Riga, Latvia"
54,KIINTfurnituredesign,5,2014,136,https://www.etsy.com/uk/shop/KIINTfurnituredesign,"Kranj, Slovenia"
1639,JustKnotWood,4.8476,2016,10658,https://www.etsy.com/uk/shop/JustKnotWood,"Baton Rouge, Louisiana"
1648,VeilsbyRebecca,4.9369,2015,5967,https://www.etsy.com/uk/shop/VeilsbyRebecca,"Brooklyn, New York"
2450,PenguinsPineapples,4.9178,2016,17154,https://www.etsy.com/uk/shop/PenguinsPineapples,"Goodyear, Arizona"
1653,StampsINK,4.8703,2015,12322,https://www.etsy.com/uk/shop/StampsINK,"Saint-Jean-sur-Richelieu, Canada"
5836,SayAnythingDesign,4.8802,2009,30454,https://www.etsy.com/uk/shop/SayAnythingDesign,"Boise, Idaho"
307,SimonAndMouse,4.9528,2017,1545,https://www.etsy.com/uk/shop/SimonAndMouse,"Little Rock, Arkansas"
1379,BellaBoutiqueCrafts,4.9128,2013,7392,https://www.etsy.com/uk/shop/BellaBoutiqueCrafts,"Bull Valley, Illinois"
12378,mycustomstamps,4.8218,2009,58224,https://www.etsy.com/uk/shop/mycustomstamps,
2314,BridalEmbroideryMegs,4.9722,2013,8672,https://www.etsy.com/uk/shop/BridalEmbroideryMegs,"Antioch, California"
1573,Uzura,4.9661,2006,5533,https://www.etsy.com/uk/shop/Uzura,"Seattle, Washington"
3312,MyWoodPhoto,4.9467,2015,21121,https://www.etsy.com/uk/shop/MyWoodPhoto,"Elkton, Virginia"
8662,chathamplace,4.9729,2012,44429,https://www.etsy.com/uk/shop/chathamplace,"Florence, South Carolina"
249,ShadoArt,4.9565,2015,559,https://www.etsy.com/uk/shop/ShadoArt,"Teverya, Israel"
5068,NgoCreations,4.9619,2017,21449,https://www.etsy.com/uk/shop/NgoCreations,"Alhambra, California"
507,WoodWickandWhimsy,5,2015,1723,https://www.etsy.com/uk/shop/WoodWickandWhimsy,"Beaverton, Oregon"
1106,POPEQ,4.9458,2014,5634,https://www.etsy.com/uk/shop/POPEQ,"Krakow, Poland"
203,EoliBridal,5,2015,966,https://www.etsy.com/uk/shop/EoliBridal,"Krasnoyarsk, Russia"
2656,HEARTSPRINGCO,4.9848,2015,19379,https://www.etsy.com/uk/shop/HEARTSPRINGCO,"Santa Monica, California"
1272,KalaRathPhotography,4.8052,2013,27217,https://www.etsy.com/uk/shop/KalaRathPhotography,"Fayetteville, Arkansas"
1292,SilverDynasty,4.8319,2016,6407,https://www.etsy.com/uk/shop/SilverDynasty,"Jaipur, India"
